Individual,Species,Treatment,Tray,NoduleNumber,TotalNoduleWeight,DateHarvested,Notes,Soils,ARAs
961,LH,S3,49,6,0.0036,7/20/2024,nodules look almost dead,,
962,LH,S3,49,DEAD,DEAD,7/20/2024,,,
963,LH,S3,49,10,0.0033,7/20/2024,nodules look almost dead,,
964,LH,S3,49,1,0.0005,7/20/2024,,,
973,LH,S3,49,10,0.0105,7/20/2024,,soils collected,ARA
974,LH,S3,49,10,0.011,7/20/2024,,soils collected,ARA
975,LH,S3,49,8,0.014,7/22/2024,,,
976,LH,S3,49,12,0.0204,7/21/2024,,soils collected,ARA
981,LH,S3,50,9,0.0072,7/22/2024,,,
982,LH,S3,50,9,0.0046,7/21/2024,nodules look dead,soils collected,ARA
983,LH,S3,50,6,0.0066,7/22/2024,,,
984,LH,S3,50,5,0.0053,7/21/2024,,soils collected,ARA
993,LH,S3,50,7,0.008,7/22/2024,,,
994,LH,S3,50,9,0.0053,7/21/2024,,soils collected,ARA
995,LH,S3,50,12,0.0034,7/21/2024,nodules look dead,soils collected,ARA
996,LH,S3,50,3,0.0039,7/22/2024,plant almost dead and nodules look dead,,
1009,LH,S3,51,10,0.0065,7/21/2024,,soils collected,ARA
1010,LH,S3,51,11,0.0103,7/22/2024,,,
1011,LH,S3,51,2,0.0004,7/21/2024,has 2 dead nodules?,soils collected,ARA
1012,LH,S3,51,6,0.0075,7/21/2024,,soils collected,ARA
1021,LH,S3,52,15,0.0058,7/22/2024,,soils collected,ARA
1022,LH,S3,52,10,0.0091,7/22/2024,,soils collected,ARA
1023,LH,S3,52,29,0.0296,7/22/2024,,soils collected,ARA
1024,LH,S3,52,5,0.0025,7/22/2024,,,
1033,LH,S3,52,8,0.0023,7/22/2024,plant and nodules look dead (1 is alive),,
1034,LH,S3,52,9,0.0014,7/22/2024,plant almost dead and nodules look dead,,
1035,LH,S3,52,9,0.0014,7/22/2024,plant and nodules look dead,,
1036,LH,S3,52,7,0.0011,7/22/2024,leaves fell off,,
1045,LH,S3,53,7,0.0015,7/22/2024,nodules look dead,soils collected,ARA
1046,LH,S3,53,6,0.0023,7/22/2024,,soils collected,ARA
1047,LH,S3,53,16,0.026,7/22/2024,,soils collected,ARA
1048,LH,S3,53,5,0.0029,7/22/2024,,soils collected,ARA
1057,LH,S3,53,5,0.0007,7/22/2024,plant and nodules look dead,,
1058,LH,S3,53,13,0.0014,7/22/2024,plant and nodules look dead,,
1059,LH,S3,53,19,0.0026,7/22/2024,plant and nodules look dead,,
1060,LH,S3,53,9,0.0001,7/22/2024,plant and nodules look dead,,
1069,LH,S3,54,4,0.0052,7/22/2024,plant looks dead,,
1070,LH,S3,54,4,0.002,7/22/2024,nodules look almost dead,soils collected,ARA
1071,LH,S3,54,8,0.0053,7/22/2024,"leaves dead, stem green",,
1072,LH,S3,54,12,0.01,7/22/2024,plant and nodules look dead,,
1081,LH,S3,55,6,0.0013,7/22/2024,plant and nodules look dead,,
1082,LH,S3,55,13,0.0125,7/22/2024,"plant looks dead, nodules look okay",,
1083,LH,S3,55,67,0.0784,7/22/2024,,soils collected,ARA
1084,LH,S3,55,54,0.0786,7/22/2024,,soils collected,ARA
1093,LH,S3,55,11,0.0121,7/22/2024,,soils collected,ARA
1094,LH,S3,55,3,0.0039,7/22/2024,,soils collected,ARA
1095,LH,S3,55,5,0.0048,7/22/2024,,soils collected,ARA
1096,LH,S3,55,7,0.0053,7/22/2024,,soils collected,ARA
1105,LH,S3,56,5,0.003,7/23/2024,nodules darker but looked okay then look dead after incubation,soils collected,ARA
1106,LH,S3,56,4,0.002,7/23/2024,nodules darker but looked okay then look dead after incubation,soils collected,ARA
1107,LH,S3,56,3,0.0058,7/23/2024,nodules darker but looked okay then look dead after incubation,,
1108,LH,S3,56,11,0.018,7/23/2024,,soils collected,ARA
1117,LH,S3,56,6,0.001,7/23/2024,plant and nodules look dead,,
1118,LH,S3,56,5,0.0007,7/23/2024,plant and nodules look dead,,
1119,LH,S3,56,8,0.001,7/23/2024,plant and nodules look dead,,
1120,LH,S3,56,8,0.0024,7/23/2024,plant and nodules look dead,,
1129,LH,S3,57,7,0.0028,7/23/2024,,soils collected,ARA
1130,LH,S3,57,4,0.0071,7/23/2024,,soils collected,ARA
1131,LH,S3,57,7,0.0094,7/23/2024,,soils collected,ARA
1132,LH,S3,57,14,0.0153,7/23/2024,plant and nodules look dead,,
1145,LH,S3,58,9,0.0079,7/23/2024,,soils collected,ARA
1146,LH,S3,58,18,0.0171,7/23/2024,,soils collected,ARA
1147,LH,S3,58,16,0.032,7/23/2024,,soils collected,ARA
1148,LH,S3,58,8,0.0058,7/23/2024,,,
1157,LH,S3,58,7,0.0159,7/23/2024,,,
1158,LH,S3,58,16,0.0107,7/23/2024,,soils collected,ARA
1159,LH,S3,58,0,0,7/23/2024,,,
1160,LH,S3,58,15,0.0072,7/23/2024,,soils collected,ARA
1165,LH,S3,59,3,0.0077,7/23/2024,,soils collected,ARA
1166,LH,S3,59,4,0.0077,7/23/2024,,soils collected,ARA
1167,LH,S3,59,1,0.0018,7/23/2024,"PICTURE LABELLED AS ""168 LH""",soils collected,ARA
1168,LH,S3,59,5,0.0047,7/23/2024,,,
1177,LH,S3,59,5,0.0041,7/23/2024,,soils collected,ARA
1178,LH,S3,59,6,0.0064,7/23/2024,,,
1179,LH,S3,59,7,0.0065,7/23/2024,,,
1180,LH,S3,59,4,0.0051,7/23/2024,,soils collected,ARA
1189,LH,S3,60,5,0.0051,7/23/2024,,,
1190,LH,S3,60,31,0.0474,7/23/2024,,,
1191,LH,S3,60,3,0.004,7/23/2024,,soils collected,ARA
1192,LH,S3,60,42,0.0471,7/23/2024,,soils collected,ARA
